Age,Education_Level,Years_Experience,Job_Title,Location,Industry,Workclass,Gender,Hours_per_week,Marital_Status,Salary_USD
49,PhD,12,ML Engineer,San Francisco,Retail,Self-employed,Male,31,Married,188861
39,High School,8,Data Engineer,New York,Biotech,Government,Female,40,Divorced,154572
34,Bachelor's,19,Data Scientist,Chennai,Tech,Government,Female,46,Married,62567
58,PhD,11,Business Analyst,Boston,Healthcare,Government,Male,43,Single,93507
43,PhD,12,ML Engineer,Chennai,Consulting,Private,Female,38,Divorced,60909
33,High School,7,Business Analyst,Delhi,Biotech,Private,Male,55,Single,36724
23,Master's,14,Marketing Manager,San Diego,Finance,Self-employed,Female,54,Married,102955
58,Bachelor's,12,Data Analyst,Seattle,Consulting,Self-employed,Female,58,Married,77866
28,Bachelor's,12,ML Engineer,San Francisco,Tech,Government,Female,48,Married,181317
47,Bachelor's,16,HR Manager,Kolkata,Consulting,Self-employed,Female,57,Married,42378
47,PhD,14,Marketing Manager,Chicago,Biotech,Self-employed,Female,48,Single,101653
45,Bachelor's,18,Software Engineer,San Francisco,Tech,Private,Male,30,Married,156782
33,Master's,2,ML Engineer,Delhi,Retail,Government,Female,34,Divorced,57760
37,Master's,13,Research Scientist,San Francisco,Finance,Government,Female,48,Married,175495
44,High School,9,Software Engineer,Austin,Finance,Self-employed,Male,31,Single,108960
30,Bachelor's,16,HR Manager,Denver,Biotech,Private,Female,58,Single,105821
53,PhD,7,Data Scientist,Austin,Tech,Self-employed,Male,43,Divorced,111282
36,High School,17,Project Manager,San Diego,Finance,Self-employed,Male,48,Single,120051
58,Master's,11,Data Analyst,Miami,Tech,Government,Male,53,Married,74696
34,Bachelor's,16,Project Manager,San Francisco,Consulting,Private,Female,37,Divorced,142199
26,Master's,10,Data Analyst,New York,Healthcare,Self-employed,Male,46,Divorced,98229
32,High School,8,Project Manager,Seattle,Healthcare,Self-employed,Female,31,Single,105179
31,Master's,14,Data Scientist,Atlanta,Healthcare,Private,Female,46,Divorced,128832
34,Bachelor's,8,HR Manager,Hyderabad,Finance,Self-employed,Female,37,Married,32117
36,Bachelor's,11,HR Manager,Austin,Biotech,Government,Male,43,Married,86033
28,High School,10,Research Scientist,San Diego,Healthcare,Self-employed,Male,46,Single,143069
49,Bachelor's,16,Marketing Manager,San Diego,Retail,Government,Female,35,Married,105805
53,Master's,5,Research Scientist,San Francisco,Biotech,Government,Female,55,Married,160381
56,Master's,7,Data Analyst,Hyderabad,Healthcare,Government,Male,58,Single,30438
36,PhD,9,ML Engineer,Miami,Consulting,Government,Female,40,Married,136202
57,PhD,14,HR Manager,Hyderabad,Healthcare,Government,Male,37,Single,40407
42,PhD,3,Data Analyst,Hyderabad,Biotech,Government,Female,42,Single,26500
27,Master's,17,Research Scientist,Chicago,Finance,Self-employed,Male,37,Single,151019
22,Master's,10,HR Manager,Hyderabad,Retail,Private,Male,36,Divorced,34784
25,High School,8,Data Analyst,New York,Consulting,Self-employed,Male,53,Married,89912
32,PhD,8,Data Engineer,Hyderabad,Biotech,Private,Male,53,Married,54086
47,Master's,7,Data Scientist,San Francisco,Tech,Self-employed,Female,59,Married,152593
58,High School,2,HR Manager,Hyderabad,Healthcare,Private,Male,55,Single,31612
44,Master's,17,Data Engineer,Mumbai,Consulting,Self-employed,Female,59,Single,61813
50,High School,13,Research Scientist,Atlanta,Finance,Government,Male,32,Married,130424
42,PhD,2,Software Engineer,Austin,Tech,Private,Male,31,Married,102431
48,PhD,16,Data Analyst,Kolkata,Healthcare,Self-employed,Female,41,Married,36592
60,PhD,3,Data Engineer,Delhi,Consulting,Government,Male,33,Married,47412
34,Master's,17,Data Scientist,Boston,Retail,Self-employed,Female,34,Divorced,145667
44,Master's,14,Project Manager,Miami,Biotech,Private,Female,45,Single,108377
37,High School,18,Project Manager,Kolkata,Healthcare,Self-employed,Male,31,Divorced,48917
51,Bachelor's,5,Business Analyst,Kolkata,Consulting,Self-employed,Female,56,Married,35683
25,Bachelor's,14,Data Scientist,Atlanta,Healthcare,Government,Female,53,Single,122189
37,PhD,6,Business Analyst,Atlanta,Retail,Government,Male,53,Divorced,83437
52,Bachelor's,11,Business Analyst,San Francisco,Consulting,Government,Female,42,Divorced,127175
46,PhD,15,Business Analyst,Boston,Biotech,Private,Female,57,Single,108670
33,High School,8,ML Engineer,San Francisco,Healthcare,Government,Male,33,Divorced,178636
47,Bachelor's,19,HR Manager,Bangalore,Consulting,Private,Female,57,Married,40422
58,Bachelor's,4,HR Manager,Boston,Tech,Government,Male,34,Divorced,82449
54,PhD,10,Project Manager,San Diego,Finance,Government,Female,56,Divorced,107733
49,High School,1,Data Analyst,Delhi,Retail,Government,Male,41,Married,23857
30,Bachelor's,15,Marketing Manager,New York,Consulting,Government,Female,44,Married,128402
33,Bachelor's,3,Data Scientist,Miami,Consulting,Private,Female,34,Divorced,106438
26,Bachelor's,4,Marketing Manager,San Diego,Consulting,Private,Male,34,Married,82438
49,High School,6,Research Scientist,Miami,Healthcare,Private,Female,45,Single,114800
56,High School,5,Data Analyst,Austin,Retail,Government,Male,54,Single,60842
26,Bachelor's,9,Business Analyst,Bangalore,Finance,Government,Female,38,Married,39390
55,PhD,13,Data Engineer,Hyderabad,Retail,Government,Male,44,Married,57380
55,PhD,7,ML Engineer,Chicago,Healthcare,Private,Male,59,Single,139885
34,Bachelor's,13,Data Engineer,New York,Consulting,Self-employed,Female,56,Single,165359
60,High School,13,Data Engineer,Miami,Retail,Self-employed,Male,33,Divorced,128083
35,Bachelor's,19,Marketing Manager,Hyderabad,Consulting,Self-employed,Male,46,Divorced,45034
32,High School,2,Software Engineer,Chicago,Finance,Private,Female,53,Divorced,104732
59,Bachelor's,0,ML Engineer,Chennai,Tech,Self-employed,Female,56,Divorced,46771
25,High School,8,Research Scientist,Chicago,Healthcare,Private,Male,30,Single,134525
54,Master's,8,ML Engineer,Chicago,Tech,Private,Male,45,Single,150266
28,PhD,1,Business Analyst,Kolkata,Retail,Government,Male,52,Single,31568
29,Master's,15,Business Analyst,San Francisco,Consulting,Government,Female,57,Married,134919
58,PhD,7,Business Analyst,Delhi,Consulting,Private,Male,58,Single,35183
31,High School,5,Data Analyst,Mumbai,Biotech,Self-employed,Male,49,Married,24874
36,Master's,12,Software Engineer,Bangalore,Biotech,Private,Male,46,Married,50436
59,PhD,0,Data Analyst,Chicago,Tech,Private,Female,33,Married,59728
36,Bachelor's,18,Business Analyst,San Francisco,Biotech,Self-employed,Male,52,Divorced,137185
26,High School,14,Research Scientist,San Diego,Retail,Government,Male,42,Married,152232
50,High School,0,Business Analyst,Kolkata,Finance,Private,Female,37,Single,31376
40,Bachelor's,9,Data Analyst,Boston,Retail,Government,Male,47,Single,74837
31,Bachelor's,0,ML Engineer,Mumbai,Tech,Government,Female,42,Single,50518
33,PhD,11,Data Engineer,Denver,Retail,Government,Male,38,Single,132238
25,High School,10,ML Engineer,San Francisco,Biotech,Private,Female,34,Single,182800
52,PhD,16,Business Analyst,Hyderabad,Biotech,Self-employed,Female,59,Single,44176
39,Bachelor's,3,Project Manager,San Francisco,Finance,Self-employed,Male,40,Married,122055
37,High School,6,ML Engineer,San Francisco,Retail,Government,Male,57,Single,152686
57,Bachelor's,11,HR Manager,New York,Finance,Government,Female,43,Married,115937
46,PhD,12,Data Engineer,Bangalore,Tech,Self-employed,Female,53,Divorced,56319
44,PhD,4,HR Manager,Atlanta,Healthcare,Government,Male,47,Single,69791
33,PhD,5,Data Engineer,Atlanta,Retail,Self-employed,Male,47,Divorced,106689
55,High School,1,Software Engineer,New York,Retail,Self-employed,Female,49,Divorced,112441
57,Bachelor's,6,HR Manager,Mumbai,Finance,Private,Male,45,Divorced,34302
58,Bachelor's,13,ML Engineer,New York,Biotech,Government,Male,33,Single,188653
24,PhD,13,Data Engineer,Atlanta,Tech,Government,Male,48,Married,127904
30,PhD,9,Software Engineer,Mumbai,Healthcare,Private,Male,34,Divorced,46995
39,PhD,3,Marketing Manager,Atlanta,Retail,Self-employed,Female,31,Single,76724
56,PhD,2,Project Manager,Chicago,Tech,Government,Male,46,Married,91071
55,Master's,13,Data Scientist,Seattle,Biotech,Private,Male,57,Divorced,134318
35,Master's,5,Software Engineer,Hyderabad,Healthcare,Self-employed,Female,33,Single,43647
25,Master's,14,ML Engineer,Miami,Healthcare,Private,Female,35,Married,141239
50,PhD,7,ML Engineer,Atlanta,Finance,Private,Male,59,Married,135615
36,PhD,4,Project Manager,New York,Consulting,Private,Male,51,Single,110073
49,Bachelor's,2,Project Manager,Seattle,Biotech,Private,Female,47,Divorced,84227
37,High School,2,Software Engineer,New York,Consulting,Self-employed,Male,35,Single,116076
33,Bachelor's,12,Business Analyst,Seattle,Biotech,Private,Female,49,Divorced,107418
26,Master's,1,Project Manager,San Francisco,Tech,Self-employed,Male,55,Single,109795
55,Bachelor's,0,Business Analyst,Austin,Consulting,Private,Male,44,Married,64806
22,PhD,11,Marketing Manager,Chennai,Retail,Private,Male,30,Married,38999
60,Master's,7,ML Engineer,Seattle,Retail,Government,Male,46,Married,142380
53,Master's,18,Software Engineer,Boston,Retail,Government,Male,31,Married,138797
47,High School,8,Project Manager,San Diego,Healthcare,Government,Male,33,Married,109971
38,High School,13,Marketing Manager,Boston,Finance,Government,Female,53,Single,113591
48,Master's,17,Software Engineer,San Francisco,Biotech,Private,Male,32,Single,153707
45,Master's,9,Data Engineer,Denver,Finance,Private,Male,56,Single,123686
56,Bachelor's,8,Data Scientist,Denver,Biotech,Self-employed,Male,50,Divorced,128946
60,Master's,5,Data Engineer,Boston,Retail,Private,Male,32,Divorced,129934
47,PhD,0,Data Analyst,Denver,Healthcare,Self-employed,Female,53,Married,53622
59,Bachelor's,4,Business Analyst,Seattle,Healthcare,Private,Female,43,Married,81626
44,PhD,9,Data Analyst,Boston,Healthcare,Private,Male,49,Married,79722
43,PhD,12,Research Scientist,Chennai,Healthcare,Self-employed,Male,56,Divorced,61029
25,PhD,3,Marketing Manager,Kolkata,Healthcare,Government,Female,37,Divorced,30647
30,Master's,0,Business Analyst,New York,Retail,Private,Male,58,Single,96522
25,High School,1,Marketing Manager,San Francisco,Finance,Government,Male,37,Divorced,81005
28,High School,3,Data Engineer,Delhi,Tech,Self-employed,Female,38,Married,48003
44,PhD,16,HR Manager,Denver,Consulting,Private,Female,47,Single,101432
23,Master's,9,Business Analyst,Kolkata,Finance,Self-employed,Male,56,Divorced,42135
45,Bachelor's,11,ML Engineer,New York,Retail,Private,Male,55,Single,178160
52,PhD,1,Marketing Manager,Miami,Consulting,Self-employed,Female,36,Divorced,72389
52,Bachelor's,2,ML Engineer,Bangalore,Tech,Self-employed,Female,39,Divorced,52056
55,Bachelor's,13,HR Manager,Bangalore,Biotech,Government,Male,59,Divorced,38581
45,Master's,14,Project Manager,Chennai,Tech,Government,Male,59,Married,51355
47,Master's,12,Marketing Manager,San Francisco,Tech,Government,Female,30,Divorced,129559
37,High School,8,Data Analyst,San Francisco,Retail,Private,Male,58,Married,102963
34,High School,1,Marketing Manager,Atlanta,Biotech,Self-employed,Female,33,Single,71089
36,Master's,18,Project Manager,Boston,Consulting,Government,Female,49,Divorced,124949
48,PhD,15,Data Engineer,Hyderabad,Healthcare,Private,Female,33,Married,58570
25,High School,10,Software Engineer,Bangalore,Biotech,Government,Male,52,Married,48932
37,Bachelor's,11,Data Analyst,San Francisco,Biotech,Private,Female,58,Single,100736
51,PhD,0,Data Analyst,Hyderabad,Tech,Self-employed,Female,43,Single,22577
51,Bachelor's,1,HR Manager,Chicago,Biotech,Self-employed,Male,34,Single,68242
57,Master's,15,Data Engineer,Seattle,Finance,Self-employed,Female,34,Divorced,142019
24,Bachelor's,1,Data Analyst,Bangalore,Healthcare,Private,Female,48,Divorced,26941
43,PhD,18,Data Scientist,Austin,Tech,Self-employed,Male,55,Single,136706
43,Master's,9,ML Engineer,Miami,Consulting,Private,Female,50,Divorced,147525
33,PhD,18,Business Analyst,San Francisco,Consulting,Private,Male,34,Married,141754
42,Bachelor's,9,Data Scientist,Bangalore,Consulting,Private,Male,53,Married,49623
25,PhD,15,Software Engineer,Austin,Consulting,Self-employed,Female,40,Divorced,114845
52,Master's,12,Marketing Manager,San Diego,Consulting,Self-employed,Female,31,Divorced,98212
52,Bachelor's,15,Data Engineer,Atlanta,Tech,Self-employed,Female,44,Married,137278
44,Bachelor's,17,Research Scientist,Chicago,Finance,Private,Female,43,Married,157665
41,High School,7,Research Scientist,Chennai,Finance,Self-employed,Female,43,Divorced,50906
36,High School,17,Data Scientist,Denver,Consulting,Private,Male,37,Divorced,143716
44,PhD,12,Data Analyst,San Diego,Finance,Self-employed,Male,49,Single,76643
49,High School,6,Marketing Manager,Seattle,Healthcare,Private,Female,54,Single,89962
37,High School,17,Data Engineer,Chicago,Finance,Government,Female,37,Divorced,145466
58,High School,5,Project Manager,Mumbai,Biotech,Self-employed,Male,34,Married,38778
42,High School,8,Marketing Manager,Miami,Consulting,Self-employed,Female,34,Divorced,73446
36,Master's,5,Business Analyst,Austin,Biotech,Private,Female,54,Married,84406
38,Master's,17,HR Manager,Atlanta,Biotech,Private,Female,58,Divorced,99039
58,High School,16,Data Engineer,Delhi,Consulting,Private,Male,43,Divorced,57414
34,PhD,11,Marketing Manager,Kolkata,Retail,Government,Male,34,Married,38476
40,Master's,2,Data Engineer,Mumbai,Tech,Self-employed,Male,58,Married,46641
51,High School,4,Project Manager,San Francisco,Retail,Private,Male,38,Divorced,116290
39,Master's,6,Data Analyst,Miami,Finance,Government,Female,51,Married,61112
35,Bachelor's,9,Software Engineer,San Diego,Retail,Government,Female,56,Married,112499
57,Master's,9,HR Manager,Boston,Healthcare,Private,Female,40,Divorced,94843
57,Master's,18,HR Manager,Miami,Retail,Self-employed,Male,46,Single,83521
41,PhD,3,Data Analyst,Austin,Retail,Private,Female,56,Single,61669
40,Master's,9,Business Analyst,Austin,Tech,Private,Male,41,Married,89475
28,PhD,17,Research Scientist,Mumbai,Healthcare,Private,Female,41,Divorced,64908
25,Bachelor's,2,Software Engineer,Mumbai,Retail,Government,Male,53,Married,41127
55,High School,2,Data Scientist,Miami,Consulting,Government,Female,45,Divorced,100929
23,PhD,4,Data Scientist,Mumbai,Finance,Self-employed,Female,59,Single,45583
26,Master's,15,Software Engineer,Austin,Retail,Government,Female,30,Single,118600
31,Master's,19,Business Analyst,Miami,Tech,Private,Female,47,Single,103013
53,PhD,12,Business Analyst,New York,Consulting,Government,Female,35,Married,118027
34,Bachelor's,10,Project Manager,Chennai,Tech,Self-employed,Female,34,Single,42526
60,High School,12,ML Engineer,Denver,Biotech,Private,Female,47,Single,149266
26,Master's,18,Marketing Manager,Denver,Retail,Private,Female,42,Married,105970
31,Bachelor's,5,Business Analyst,Mumbai,Finance,Government,Female,35,Divorced,36171
31,High School,12,Data Scientist,San Diego,Finance,Government,Male,36,Single,133027
59,High School,3,Data Analyst,Seattle,Consulting,Self-employed,Male,32,Divorced,68748
48,Master's,4,Data Scientist,Kolkata,Consulting,Private,Male,40,Divorced,47494
42,PhD,18,ML Engineer,Bangalore,Consulting,Self-employed,Male,37,Married,63995
29,Master's,4,Software Engineer,San Diego,Finance,Government,Male,33,Divorced,97387
22,Master's,13,ML Engineer,Austin,Retail,Private,Male,39,Divorced,135647
49,Master's,3,Data Engineer,San Francisco,Biotech,Government,Female,38,Married,149783
60,Bachelor's,11,Marketing Manager,Miami,Finance,Private,Female,52,Divorced,90635
35,PhD,5,Data Engineer,Chicago,Consulting,Self-employed,Male,42,Single,129923
42,Bachelor's,18,Project Manager,Hyderabad,Healthcare,Private,Male,48,Married,52076
51,Master's,9,Business Analyst,Hyderabad,Retail,Government,Female,59,Married,41374
42,PhD,0,Project Manager,Boston,Biotech,Private,Female,44,Married,92032
30,High School,15,ML Engineer,Delhi,Finance,Self-employed,Female,34,Single,67606
38,PhD,3,Data Engineer,San Diego,Healthcare,Government,Female,54,Divorced,122468
26,Master's,8,Data Analyst,Boston,Retail,Self-employed,Male,42,Divorced,85996
52,PhD,17,Marketing Manager,Mumbai,Biotech,Private,Male,41,Divorced,42347
59,High School,16,Data Analyst,Atlanta,Finance,Private,Female,38,Single,79866
40,High School,14,Data Analyst,Chennai,Retail,Private,Male,53,Divorced,34815
57,PhD,18,Data Analyst,Hyderabad,Retail,Private,Male,37,Divorced,38325
54,High School,6,Software Engineer,Delhi,Consulting,Government,Female,38,Single,44158
34,Bachelor's,17,Business Analyst,Boston,Finance,Private,Female,50,Single,116698
35,PhD,5,Business Analyst,Chicago,Retail,Government,Female,42,Divorced,89488
54,High School,18,Data Engineer,Denver,Biotech,Government,Female,56,Single,147964
50,High School,11,Data Analyst,New York,Consulting,Government,Male,58,Single,96024
57,PhD,2,HR Manager,Austin,Retail,Private,Female,38,Single,72079
31,Bachelor's,0,Marketing Manager,San Diego,Tech,Private,Female,35,Married,76586
52,PhD,4,HR Manager,Denver,Healthcare,Self-employed,Male,58,Married,69619
27,High School,0,Project Manager,Atlanta,Retail,Private,Female,59,Divorced,87798
22,PhD,7,Data Engineer,Austin,Consulting,Private,Female,35,Divorced,118051
28,High School,6,Marketing Manager,San Francisco,Consulting,Private,Male,40,Single,108235
48,Master's,14,ML Engineer,Denver,Biotech,Government,Female,39,Divorced,162645
42,PhD,10,Data Engineer,Delhi,Retail,Self-employed,Female,43,Married,55961
49,PhD,17,Project Manager,Austin,Retail,Private,Male,57,Divorced,107464
37,High School,13,Project Manager,Denver,Biotech,Self-employed,Female,35,Divorced,110649
44,High School,8,Project Manager,Delhi,Healthcare,Government,Female,36,Married,47193
41,High School,4,HR Manager,Seattle,Biotech,Self-employed,Male,38,Married,74510
59,High School,3,Business Analyst,Bangalore,Consulting,Self-employed,Male,32,Single,35157
46,PhD,11,Marketing Manager,Kolkata,Healthcare,Self-employed,Female,41,Single,42063
49,High School,0,ML Engineer,Chennai,Healthcare,Self-employed,Female,45,Single,51113
26,PhD,12,Research Scientist,San Francisco,Finance,Self-employed,Female,42,Divorced,170639
42,Bachelor's,0,Research Scientist,Hyderabad,Consulting,Government,Female,35,Divorced,49853
39,PhD,2,Data Analyst,Seattle,Consulting,Private,Male,42,Divorced,65064
27,High School,7,Software Engineer,Chicago,Biotech,Self-employed,Male,55,Married,116476
50,High School,17,Data Engineer,San Francisco,Consulting,Government,Male,34,Divorced,178317
40,Bachelor's,15,Software Engineer,Hyderabad,Retail,Government,Female,33,Married,50947
54,PhD,19,Research Scientist,Chicago,Biotech,Private,Male,37,Divorced,156335
22,Bachelor's,19,Research Scientist,Chicago,Consulting,Government,Female,32,Divorced,163970
24,PhD,15,Data Scientist,Chennai,Retail,Private,Female,31,Married,55409
42,High School,1,ML Engineer,Atlanta,Finance,Self-employed,Male,49,Married,120729
56,PhD,16,Data Scientist,Delhi,Consulting,Government,Male,48,Married,54862
24,High School,9,Data Analyst,Austin,Finance,Government,Male,36,Single,79381
46,High School,6,Data Scientist,Boston,Consulting,Government,Female,41,Single,123594
59,Master's,9,Data Engineer,Mumbai,Consulting,Self-employed,Male,58,Divorced,53879
41,Master's,18,HR Manager,Boston,Tech,Private,Female,33,Divorced,110631
55,PhD,19,Data Analyst,Seattle,Retail,Private,Male,39,Divorced,95596
42,High School,8,HR Manager,Miami,Consulting,Government,Female,57,Single,82772
44,Bachelor's,16,Data Analyst,Boston,Finance,Government,Male,38,Divorced,84418
27,High School,8,Data Scientist,Boston,Healthcare,Self-employed,Female,58,Married,122928
34,Bachelor's,8,Research Scientist,Kolkata,Finance,Self-employed,Female,41,Married,52798
44,PhD,4,HR Manager,San Francisco,Retail,Private,Male,40,Single,82316
30,PhD,6,Marketing Manager,Chennai,Consulting,Government,Female,50,Married,33743
38,Bachelor's,10,Data Analyst,Delhi,Biotech,Government,Male,59,Married,31896
23,Bachelor's,7,Software Engineer,Kolkata,Tech,Government,Female,48,Divorced,43420
40,High School,13,Business Analyst,Denver,Biotech,Government,Male,31,Married,99828
40,PhD,1,Marketing Manager,Kolkata,Tech,Self-employed,Male,35,Married,30882
28,High School,9,Marketing Manager,Kolkata,Tech,Self-employed,Female,59,Single,37040
41,Bachelor's,15,Project Manager,Seattle,Biotech,Private,Male,35,Married,118671
30,Master's,15,Project Manager,Seattle,Retail,Government,Female,30,Married,113669
38,Master's,18,Project Manager,Delhi,Consulting,Self-employed,Female,36,Divorced,49611
48,Master's,10,ML Engineer,Bangalore,Finance,Government,Male,41,Divorced,58667
23,Bachelor's,5,Research Scientist,Atlanta,Biotech,Private,Male,50,Divorced,117386
57,High School,5,Software Engineer,Chicago,Healthcare,Government,Female,52,Single,107206
40,PhD,6,Business Analyst,Chicago,Tech,Self-employed,Female,41,Divorced,91806
38,Bachelor's,15,Data Engineer,New York,Finance,Self-employed,Female,49,Married,166135
26,Master's,12,HR Manager,Atlanta,Healthcare,Private,Female,50,Single,78314
60,High School,2,Marketing Manager,San Diego,Finance,Private,Female,52,Married,81788
39,PhD,8,ML Engineer,San Diego,Consulting,Government,Male,35,Married,149827
28,PhD,2,HR Manager,Chennai,Healthcare,Government,Male,43,Divorced,28815
38,Bachelor's,5,ML Engineer,San Diego,Retail,Self-employed,Female,46,Single,140138
60,Bachelor's,16,Data Scientist,Austin,Retail,Self-employed,Female,46,Single,125776
57,PhD,2,ML Engineer,Kolkata,Biotech,Self-employed,Female,47,Divorced,55794
25,PhD,1,Data Scientist,Denver,Finance,Private,Male,42,Single,110984
59,Master's,11,Data Scientist,Atlanta,Retail,Private,Male,42,Married,116555
46,PhD,5,Data Engineer,Austin,Retail,Private,Male,56,Single,116848
26,Bachelor's,9,Business Analyst,Chicago,Biotech,Government,Female,40,Married,94130
51,High School,10,Data Engineer,Delhi,Biotech,Private,Male,32,Single,54313
33,Master's,15,ML Engineer,Chicago,Retail,Government,Male,46,Single,154758
25,Master's,15,Research Scientist,Chicago,Finance,Government,Male,55,Divorced,153323
45,PhD,17,Data Scientist,Chicago,Finance,Government,Male,31,Divorced,148077
50,High School,8,Business Analyst,Hyderabad,Tech,Private,Female,59,Single,35823
30,Master's,18,ML Engineer,Chennai,Tech,Self-employed,Female,57,Married,63511
25,Bachelor's,1,Marketing Manager,Atlanta,Healthcare,Private,Male,31,Divorced,70598
45,PhD,0,Business Analyst,Chennai,Healthcare,Private,Male,36,Divorced,35882
35,Bachelor's,15,Marketing Manager,Atlanta,Healthcare,Private,Female,56,Divorced,98478
26,PhD,17,Data Scientist,Austin,Tech,Government,Female,58,Single,128644
39,Master's,2,HR Manager,Delhi,Biotech,Self-employed,Male,57,Married,27891
40,PhD,0,Software Engineer,Mumbai,Retail,Private,Male,51,Married,37568
33,High School,5,Data Scientist,Hyderabad,Consulting,Private,Male,54,Single,49434
39,Bachelor's,18,Project Manager,Mumbai,Consulting,Government,Female,39,Married,52246
38,High School,18,Project Manager,Kolkata,Retail,Private,Male,43,Divorced,49138
51,Bachelor's,10,Research Scientist,Miami,Finance,Private,Female,50,Married,124890
45,Bachelor's,7,Business Analyst,San Diego,Tech,Government,Male,48,Divorced,94235
32,PhD,4,Software Engineer,Denver,Finance,Private,Male,46,Divorced,117064
56,Master's,19,Marketing Manager,Atlanta,Consulting,Self-employed,Female,45,Single,101993
44,Master's,8,Data Analyst,Mumbai,Finance,Government,Male,46,Divorced,28438
38,High School,14,Project Manager,Miami,Tech,Self-employed,Male,47,Married,100995
22,PhD,13,Software Engineer,Austin,Tech,Private,Male,58,Married,109299
36,Master's,3,Research Scientist,Denver,Tech,Government,Male,56,Married,132320
53,Bachelor's,7,ML Engineer,Chennai,Consulting,Government,Male,40,Married,58626
30,Bachelor's,19,Software Engineer,Kolkata,Tech,Private,Female,48,Married,54509
36,PhD,16,ML Engineer,Chicago,Healthcare,Self-employed,Male,40,Divorced,147374
49,High School,1,Business Analyst,Hyderabad,Healthcare,Private,Female,39,Single,31095
45,PhD,19,Data Engineer,Atlanta,Retail,Government,Female,59,Single,139248
56,High School,15,ML Engineer,Chicago,Tech,Government,Female,43,Married,161761
43,PhD,9,Business Analyst,San Diego,Healthcare,Government,Female,43,Divorced,99717
48,Bachelor's,1,Data Scientist,Kolkata,Tech,Private,Male,39,Single,42105
40,PhD,10,Business Analyst,Boston,Consulting,Private,Female,50,Married,100885
33,Master's,9,Marketing Manager,Austin,Healthcare,Private,Female,52,Divorced,79308
41,Master's,18,Software Engineer,Denver,Consulting,Self-employed,Female,33,Single,136009
22,PhD,13,HR Manager,Atlanta,Healthcare,Self-employed,Female,39,Divorced,82945
42,High School,10,Data Engineer,Mumbai,Biotech,Self-employed,Female,56,Married,56141
22,High School,8,ML Engineer,Kolkata,Biotech,Government,Female,35,Divorced,59075
31,Bachelor's,6,Data Engineer,Boston,Retail,Self-employed,Female,51,Single,126284
53,Bachelor's,14,Software Engineer,Kolkata,Retail,Government,Male,58,Single,53961
60,High School,19,Software Engineer,San Francisco,Retail,Self-employed,Male,40,Divorced,163365
43,PhD,16,ML Engineer,Miami,Consulting,Self-employed,Male,47,Single,139432
39,Bachelor's,2,Research Scientist,Boston,Healthcare,Government,Female,35,Divorced,129279
53,High School,14,HR Manager,San Diego,Biotech,Private,Male,50,Divorced,99261
48,High School,13,ML Engineer,Hyderabad,Tech,Self-employed,Female,44,Married,61763
49,PhD,7,Data Analyst,Austin,Finance,Government,Male,56,Married,63703
39,Master's,3,Data Engineer,Chennai,Biotech,Private,Male,35,Divorced,49422
60,High School,9,Data Analyst,Seattle,Biotech,Private,Male,49,Single,82068
50,Bachelor's,1,Data Engineer,San Francisco,Tech,Private,Male,30,Married,135800
39,PhD,13,Data Scientist,Chennai,Biotech,Government,Female,38,Single,55531
29,PhD,7,Data Engineer,San Francisco,Biotech,Self-employed,Male,43,Divorced,156304
52,PhD,9,Software Engineer,Seattle,Biotech,Self-employed,Female,32,Single,113853
55,Master's,17,Business Analyst,New York,Retail,Self-employed,Male,59,Single,136823
28,Master's,14,Data Analyst,New York,Retail,Private,Male,30,Divorced,102320
57,Bachelor's,4,Data Analyst,Boston,Healthcare,Self-employed,Female,43,Married,74202
39,Bachelor's,12,Project Manager,Denver,Retail,Government,Female,43,Married,110755
59,PhD,17,Data Engineer,Delhi,Biotech,Self-employed,Female,33,Single,62618
30,Bachelor's,1,HR Manager,Mumbai,Finance,Self-employed,Female,43,Divorced,29063
30,High School,12,Marketing Manager,San Diego,Retail,Self-employed,Female,52,Divorced,90272
29,Master's,13,Data Analyst,Atlanta,Healthcare,Self-employed,Male,33,Married,67621
56,PhD,9,Data Engineer,Kolkata,Healthcare,Government,Female,40,Divorced,52783
39,PhD,3,Software Engineer,Boston,Consulting,Self-employed,Female,49,Divorced,112668
26,High School,14,Marketing Manager,New York,Biotech,Private,Female,38,Single,130984
35,High School,7,Research Scientist,Hyderabad,Finance,Self-employed,Female,40,Single,53933
49,High School,14,Business Analyst,New York,Finance,Private,Female,44,Married,125178
51,High School,13,Data Engineer,Miami,Consulting,Private,Female,35,Married,125022
25,PhD,8,Data Scientist,Austin,Finance,Private,Male,54,Single,114333
60,Master's,19,Marketing Manager,Boston,Healthcare,Government,Female,41,Divorced,118437
41,Master's,2,Research Scientist,Atlanta,Tech,Private,Female,57,Divorced,114161
46,High School,14,Data Engineer,Chicago,Healthcare,Private,Male,42,Single,147841
49,Bachelor's,16,Data Engineer,New York,Retail,Self-employed,Male,47,Single,180262
33,PhD,15,Marketing Manager,Chicago,Tech,Government,Male,52,Single,109694
23,Master's,3,Marketing Manager,Denver,Finance,Government,Male,52,Single,69694
35,High School,10,Marketing Manager,Denver,Biotech,Government,Male,43,Divorced,90537
43,Bachelor's,7,ML Engineer,Kolkata,Tech,Private,Male,53,Divorced,55390
52,Bachelor's,2,Business Analyst,San Diego,Healthcare,Private,Female,55,Married,78001
